RA,ano,fase,idade,genero,ano_ingresso,inde,pedra,iaa,ieg,ips,ida,ipp,ipv,ian,nota_mat,nota_port,nota_ing,defasagem,atingiu_pv,indicado_bolsa,em_risco_defasagem,categoria_defasagem,anos_na_pm
RA-346,2023,3,,Masculino,2022,7.305541667,Ametista,0.0,9.4,8.14,6.2,7.96875,7.84,10.0,6.7,5.5,6.5,1,,,0,Adiantado,1.0
RA-346,2024,3,12.0,Masculino,2022,7.761749603200001,Ametista,10.0,9.149206349333333,2.51,6.166666666666667,7.96875,8.2525,10.0,6.0,4.5,8.0,0,,,0,Adequado,2.0
RA-347,2022,2,12.0,Feminino,2019,7.908,Ametista,9.0,10.0,5.6,8.5,,8.0,5.0,8.5,8.5,,-1,0.0,1.0,0,Defasagem leve,3.0
RA-347,2023,3,13.0,Feminino,2019,7.61835,Ametista,6.7,9.5,2.52,7.3,7.8125,7.7925,10.0,6.7,6.2,9.0,0,,,0,Adequado,4.0
RA-347,2024,4,14.0,Feminino,2021,8.384742583733333,Topazio,8.751,9.673046251999999,6.885,7.666666666666667,8.0,7.766,10.0,6.5,7.5,9.0,1,,,0,Adiantado,3.0
RA-348,2022,2,12.0,Masculino,2022,5.864,Quartzo,9.0,8.7,7.5,1.8,,5.833,5.0,0.5,3.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-348,2023,2,,Masculino,2022,6.817866667,Agata,10.0,8.7,2.52,4.4,8.541666667,8.0075,5.0,2.0,6.7,,-1,,,0,Defasagem leve,1.0
RA-349,2022,2,12.0,Masculino,2021,5.658,Quartzo,9.5,7.7,7.5,3.7,,3.944,5.0,2.2,5.2,,-1,0.0,0.0,0,Defasagem leve,1.0
RA-35,2022,6,17.0,Feminino,2019,8.965,Topazio,10.0,9.6,9.4,8.5,,10.0,5.0,9.0,7.1,9.3,-1,1.0,0.0,0,Defasagem leve,3.0
RA-35,2023,8,18.0,Feminino,2019,,,,,,,,,10.0,,,,0,,,0,Adequado,4.0
RA-35,2024,8,19.0,Feminino,2021,,,,0.0,,,,,10.0,,,,0,,,0,Adequado,3.0
RA-350,2022,2,11.0,Feminino,2022,8.206,Topazio,10.0,8.8,7.5,6.5,,8.611,10.0,7.0,6.0,,0,1.0,0.0,0,Adequado,0.0
RA-350,2023,2,,Feminino,2022,7.972033333,Ametista,10.0,9.7,2.52,9.0,8.958333333,7.92,5.0,8.8,9.2,,-1,,,0,Defasagem leve,1.0
RA-351,2022,2,14.0,Masculino,2022,6.622,Agata,9.0,7.2,7.5,4.0,,8.111,5.0,3.2,4.8,,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-352,2022,2,11.0,Masculino,2019,7.834,Ametista,9.0,8.1,5.6,7.0,,8.389,10.0,7.3,6.7,,0,1.0,0.0,0,Adequado,3.0
RA-352,2023,3,12.0,Masculino,2019,7.840341667,Ametista,9.2,8.1,6.26,7.2,7.96875,7.17,10.0,8.2,6.0,7.5,0,,,0,Adequado,4.0
RA-352,2024,4,13.0,Masculino,2021,5.9794829346,Quartzo,8.334,4.453748006333333,6.26,3.1666666666666665,6.375,6.7925,10.0,2.0,5.5,2.0,1,,,0,Adiantado,3.0
RA-353,2022,2,11.0,Feminino,2022,8.264,Topazio,7.0,10.0,7.5,7.5,,8.444,10.0,8.0,7.0,,0,1.0,0.0,0,Adequado,0.0
RA-353,2023,3,12.0,Feminino,2022,8.309016667,Topazio,8.8,9.9,2.52,8.4,7.8125,8.67,10.0,8.5,7.3,9.5,0,,,0,Adequado,1.0
RA-354,2022,2,13.0,Feminino,2018,5.858,Quartzo,8.5,4.3,7.5,4.5,,7.333,5.0,2.8,6.2,,-1,0.0,0.0,0,Defasagem leve,4.0
RA-355,2022,2,12.0,Feminino,2018,5.379,Quartzo,5.8,5.0,7.5,4.5,,6.056,5.0,5.5,3.5,,-1,0.0,0.0,0,Defasagem leve,4.0
RA-356,2022,2,12.0,Masculino,2019,6.69,Agata,10.0,8.4,5.0,4.6,,8.278,5.0,5.3,3.8,,-1,0.0,0.0,0,Defasagem leve,3.0
RA-356,2023,3,,Masculino,2019,6.452008333,Agata,9.2,8.5,2.52,3.4,6.09375,6.5025,10.0,4.3,4.5,1.3,0,,,0,Adequado,4.0
RA-356,2024,4,14.0,Masculino,2021,6.627336016533334,Agata,8.334,6.656346749333334,5.635,5.333333333333333,5.25,6.5375,10.0,1.0,7.0,8.0,1,,,0,Adiantado,3.0
RA-357,2022,2,12.0,Masculino,2022,7.836,Ametista,8.0,9.6,7.5,8.5,,7.778,5.0,10.0,7.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-357,2023,2,13.0,Masculino,2022,8.2832,Topazio,8.5,9.6,7.52,8.7,8.75,8.23,5.0,8.7,8.7,,-1,,,0,Defasagem leve,1.0
RA-357,2024,3,14.0,Masculino,2022,7.731569404200001,Ametista,8.751,9.028180354333333,8.135,7.666666666666667,7.875,7.0825,5.0,8.5,7.0,7.5,-1,,,0,Defasagem leve,2.0
RA-358,2022,2,13.0,Masculino,2022,5.412,Quartzo,7.5,6.5,7.5,0.0,,7.556,5.0,0.0,0.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-359,2022,2,12.0,Feminino,2019,6.606,Agata,9.0,7.0,7.5,4.6,,7.5,5.0,3.3,5.8,,-1,0.0,0.0,0,Defasagem leve,3.0
RA-359,2023,3,13.0,Feminino,2019,7.627125,Ametista,9.6,9.2,2.52,5.8,7.65625,8.255,10.0,6.0,6.7,4.7,0,,,0,Adequado,4.0
RA-359,2024,4,14.0,Feminino,2021,7.492006349133335,Ametista,9.168,7.162698412666667,6.26,5.5,7.5,8.333333333,10.0,4.0,4.5,8.0,1,,,0,Adiantado,3.0
RA-36,2022,6,17.0,Feminino,2019,7.876,Ametista,9.2,9.0,6.9,6.8,,8.944,5.0,8.5,4.3,7.8,-1,1.0,0.0,0,Defasagem leve,3.0
RA-36,2023,8,18.0,Feminino,2019,,,,,,,,,10.0,,,,0,,,0,Adequado,4.0
RA-36,2024,8,19.0,Feminino,2021,,,,0.0,,,,,10.0,,,,0,,,0,Adequado,3.0
RA-360,2022,2,12.0,Feminino,2019,7.075,Ametista,9.5,8.5,7.5,5.2,,7.5,5.0,4.7,5.7,,-1,0.0,0.0,0,Defasagem leve,3.0
RA-360,2023,3,13.0,Feminino,2019,5.790875,Quartzo,0.0,7.3,2.52,4.3,7.34375,7.4225,10.0,5.3,4.8,2.8,0,,,0,Adequado,4.0
RA-360,2024,3,14.0,Feminino,2021,6.293175689166667,Agata,8.334,5.618045113,5.0,5.833333333333333,7.708333333,6.993333333,5.0,4.0,6.0,7.5,-1,,,0,Defasagem leve,3.0
RA-361,2022,2,13.0,Feminino,2022,6.731,Agata,7.9,9.2,6.3,5.0,,6.778,5.0,4.0,6.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-362,2022,2,12.0,Feminino,2018,7.413,Ametista,8.5,7.9,7.5,7.9,,7.5,5.0,6.5,9.3,,-1,0.0,0.0,0,Defasagem leve,4.0
RA-362,2023,3,13.0,Feminino,2018,6.392625,Agata,0.0,7.5,7.52,5.1,7.03125,7.0875,10.0,5.7,6.8,2.8,0,,,0,Adequado,5.0
RA-363,2022,2,12.0,Masculino,2022,6.644,Agata,10.0,10.0,6.9,2.0,,7.056,5.0,1.0,3.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-363,2023,2,13.0,Masculino,2022,6.680833333,Agata,0.0,9.9,2.52,6.8,8.541666667,8.673333333,5.0,6.8,6.8,,-1,,,0,Defasagem leve,1.0
RA-363,2024,3,14.0,Masculino,2022,7.617803571466666,Ametista,9.585,9.523809524,5.625,5.333333333333333,7.34375,6.955,10.0,4.0,3.5,8.5,0,,,0,Adequado,2.0
RA-364,2022,2,11.0,Masculino,2019,8.75,Topazio,9.5,10.0,7.5,8.8,,8.167,10.0,9.5,8.0,,0,0.0,0.0,0,Adequado,3.0
RA-364,2023,3,,Masculino,2019,7.734891667,Ametista,8.8,9.0,6.89,5.8,7.03125,7.505,10.0,8.0,5.2,4.3,0,,,0,Adequado,4.0
RA-364,2024,3,13.0,Masculino,2021,8.2697037582,Topazio,8.751,9.526143791,7.51,7.5,7.96875,7.2075,10.0,8.0,5.0,9.5,0,,,0,Adequado,3.0
RA-365,2022,2,10.0,Feminino,2022,8.063,Topazio,8.0,10.0,5.0,7.8,,7.833,10.0,6.0,9.5,,0,0.0,0.0,0,Adequado,0.0
RA-365,2023,2,10.0,Feminino,2022,8.6587,Topazio,10.0,9.9,2.52,8.7,8.958333333,8.953333333,10.0,8.2,9.2,,0,,,0,Adequado,1.0
RA-365,2024,3,11.0,Feminino,2022,8.526983333333334,Topazio,9.585,10.0,7.51,6.666666666666667,8.4375,8.202,10.0,8.0,7.0,5.0,1,,,0,Adiantado,2.0
RA-366,2022,2,12.0,Masculino,2022,7.181,Ametista,9.5,9.4,7.5,5.5,,6.833,5.0,6.0,5.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-367,2022,2,12.0,Feminino,2018,6.95,Agata,8.5,7.4,6.3,6.7,,7.5,5.0,5.2,8.2,,-1,0.0,0.0,0,Defasagem leve,4.0
RA-367,2023,3,12.0,Feminino,2018,7.38685,Ametista,8.8,8.7,2.52,5.9,7.8125,7.7925,10.0,7.0,5.5,5.2,0,,,0,Adequado,5.0
RA-367,2024,4,13.0,Feminino,2021,7.209434085200001,Ametista,9.168,7.268170426,6.26,5.0,6.875,7.6275,10.0,2.0,5.5,7.5,1,,,0,Adiantado,3.0
RA-368,2022,2,13.0,Masculino,2018,6.969,Agata,8.0,7.9,5.0,7.3,,7.5,5.0,5.5,9.0,,-1,0.0,0.0,0,Defasagem leve,4.0
RA-368,2023,3,,Masculino,2018,5.796458333,Quartzo,0.0,7.7,2.52,6.7,7.03125,7.34,5.0,5.0,7.2,7.8,-1,,,0,Defasagem leve,5.0
RA-368,2024,3,15.0,Masculino,2021,6.782158333333333,Agata,7.917,6.166666666666667,7.51,7.0,7.65625,6.7025,5.0,4.5,7.0,9.5,-1,,,0,Defasagem leve,3.0
RA-369,2022,2,11.0,Masculino,2022,6.973,Agata,9.0,6.9,7.5,4.8,,6.889,10.0,4.0,5.5,,0,0.0,0.0,0,Adequado,0.0
RA-369,2023,2,,Masculino,2022,6.0197,Agata,10.0,4.1,5.0,4.0,8.541666667,7.726666667,5.0,5.0,3.0,,-1,,,0,Defasagem leve,1.0
RA-369,2024,3,13.0,Masculino,2022,5.667282265,Quartzo,8.751,4.908119658333334,7.51,1.6666666666666667,6.40625,5.428,10.0,0.0,0.0,5.0,0,,,0,Adequado,2.0
RA-37,2022,6,17.0,Feminino,2019,4.95,Quartzo,0.0,5.4,5.0,5.9,,5.222,5.0,2.3,5.3,10.0,-1,0.0,0.0,0,Defasagem leve,3.0
RA-370,2022,2,12.0,Feminino,2018,7.066,Ametista,8.5,8.2,5.0,7.2,,7.611,5.0,5.2,9.2,,-1,0.0,0.0,0,Defasagem leve,4.0
RA-371,2022,2,10.0,Feminino,2022,8.112,Topazio,9.5,8.0,6.9,8.4,,7.667,10.0,7.8,9.0,,0,0.0,0.0,0,Adequado,0.0
RA-372,2022,2,10.0,Masculino,2021,7.304,Ametista,8.5,5.5,6.9,7.8,,7.389,10.0,8.3,7.2,,0,0.0,0.0,0,Adequado,1.0
RA-373,2022,2,11.0,Masculino,2022,7.503,Ametista,6.4,9.5,5.0,7.3,,6.944,10.0,6.5,8.0,,0,0.0,0.0,0,Adequado,0.0
RA-373,2023,2,,Masculino,2022,6.805,Agata,0.0,9.7,2.52,8.4,8.75,7.84,5.0,7.7,9.0,,-1,,,0,Defasagem leve,1.0
RA-374,2022,2,12.0,Feminino,2021,7.747,Ametista,9.0,9.8,7.5,6.9,,7.944,5.0,5.3,8.5,,-1,0.0,0.0,0,Defasagem leve,1.0
RA-374,2023,3,13.0,Feminino,2021,7.533891667,Ametista,8.8,8.3,5.63,5.4,7.65625,7.9175,10.0,6.3,6.3,3.7,0,,,0,Adequado,2.0
RA-375,2022,2,11.0,Masculino,2019,7.831,Ametista,9.0,9.5,7.5,5.4,,7.667,10.0,3.3,7.5,,0,0.0,0.0,0,Adequado,3.0
RA-375,2023,2,12.0,Masculino,2019,7.070833333,Ametista,0.0,9.9,5.0,7.9,8.541666667,8.283333333,5.0,6.8,9.0,,-1,,,0,Defasagem leve,4.0
RA-375,2024,3,13.0,Masculino,2021,7.970034615400001,Ametista,9.585,9.443589743666667,7.51,6.833333333333333,7.1875,6.432,10.0,9.0,5.5,6.0,0,,,0,Adequado,3.0
RA-376,2022,2,12.0,Feminino,2019,6.957,Agata,9.0,9.0,7.5,4.3,,7.5,5.0,2.0,6.7,,-1,0.0,0.0,0,Defasagem leve,3.0
RA-376,2023,2,,Feminino,2019,7.1392,Ametista,8.5,9.6,2.52,5.9,7.916666667,8.226666667,5.0,4.3,7.5,,-1,,,0,Defasagem leve,4.0
RA-376,2024,3,14.0,Feminino,2021,5.896573588800001,Quartzo,10.0,8.287284610666667,2.51,2.8333333333333335,6.5625,6.325,5.0,2.0,5.0,1.5,-1,,,0,Defasagem leve,3.0
RA-377,2022,2,12.0,Feminino,2021,6.743,Agata,9.0,7.7,5.6,6.2,,6.833,5.0,4.3,8.0,,-1,0.0,0.0,0,Defasagem leve,1.0
RA-377,2023,3,13.0,Feminino,2021,7.205041667,Ametista,9.6,7.6,5.0,4.8,7.34375,7.6275,10.0,6.0,5.7,2.8,0,,,0,Adequado,2.0
RA-377,2024,4,14.0,Feminino,2021,7.480115873000001,Ametista,9.168,7.698412698333333,7.51,5.166666666666667,7.125,7.634,10.0,4.0,6.5,5.0,0,,,0,Adequado,3.0
RA-378,2022,2,12.0,Masculino,2021,7.203,Ametista,9.0,6.8,5.6,8.1,,7.889,5.0,8.7,7.5,,-1,0.0,1.0,0,Defasagem leve,1.0
RA-379,2022,2,13.0,Feminino,2022,6.722,Agata,8.5,8.1,7.5,5.0,,6.778,5.0,5.0,5.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-38,2022,6,17.0,Feminino,2017,8.523,Topazio,9.2,8.9,7.5,8.6,,9.833,5.0,9.0,7.0,9.7,-1,1.0,0.0,0,Defasagem leve,5.0
RA-38,2023,7,17.0,Feminino,2017,8.835333333,Topazio,9.6,9.7,7.52,7.7,8.75,8.8825,10.0,8.2,8.8,6.0,0,,,0,Adequado,6.0
RA-38,2024,8,18.0,Feminino,2021,,,,0.0,,,,,10.0,,,,0,,,0,Adequado,3.0
RA-380,2022,2,13.0,Masculino,2017,4.556,Quartzo,7.9,4.4,5.0,2.5,,4.833,5.0,2.3,2.7,,-1,0.0,0.0,0,Defasagem leve,5.0
RA-380,2023,3,14.0,Masculino,2017,4.912375,Quartzo,0.0,6.4,2.52,4.5,6.71875,6.5425,5.0,7.0,4.0,2.5,-1,,,0,Defasagem leve,6.0
RA-381,2022,2,13.0,Masculino,2018,6.454,Agata,9.0,8.3,6.9,3.3,,6.944,5.0,1.5,5.2,,-1,0.0,0.0,0,Defasagem leve,4.0
RA-381,2023,3,,Masculino,2018,5.758041667,Quartzo,0.0,8.4,6.89,3.9,7.34375,6.84,5.0,5.3,5.3,1.2,-1,,,0,Defasagem leve,5.0
RA-381,2024,3,15.0,Masculino,2021,5.940775,Quartzo,8.334,6.133333333333333,7.51,3.6666666666666665,6.71875,6.1225,5.0,2.5,4.5,4.0,-2,,,1,Defasagem moderada/severa,3.0
RA-382,2022,2,14.0,Masculino,2017,6.777,Agata,9.0,7.7,6.3,5.4,,7.333,5.0,4.0,6.8,,-2,0.0,0.0,1,Defasagem moderada/severa,5.0
RA-382,2023,3,15.0,Masculino,2017,6.223833333,Agata,0.0,9.4,6.26,5.2,7.5,7.1725,5.0,5.0,5.8,4.7,-2,,,1,Defasagem moderada/severa,6.0
RA-382,2024,4,16.0,Masculino,2021,5.805712280733333,Quartzo,9.168,6.324561403666666,5.63,3.0,6.75,6.43,5.0,2.0,3.0,4.0,-1,,,0,Defasagem leve,3.0
RA-383,2022,2,11.0,Masculino,2019,8.4,Topazio,9.0,9.6,7.5,8.1,,7.778,10.0,8.0,8.2,,0,0.0,0.0,0,Adequado,3.0
RA-383,2023,3,12.0,Masculino,2019,7.5408,Ametista,9.2,8.8,3.14,6.5,7.5,7.5,10.0,6.3,6.2,7.0,0,,,0,Adequado,4.0
RA-383,2024,4,13.0,Masculino,2021,8.036024386733335,Topazio,9.168,8.600288600333334,7.51,5.833333333333333,7.875,8.47,10.0,1.0,8.0,8.5,1,,,0,Adiantado,3.0
RA-384,2022,2,12.0,Feminino,2017,7.558,Ametista,9.0,8.4,6.3,8.1,,8.0,5.0,8.0,8.2,,-1,0.0,0.0,0,Defasagem leve,5.0
RA-384,2023,3,,Feminino,2017,6.757958333,Agata,0.0,9.1,2.52,7.3,7.65625,7.335,10.0,6.3,7.2,8.3,0,,,0,Adequado,6.0
RA-384,2024,4,14.0,Feminino,2021,8.072200721466668,Topazio,7.5,8.607503607333333,7.51,7.5,7.625,7.936,10.0,5.0,9.5,8.0,0,,,0,Adequado,3.0
RA-385,2022,2,12.0,Feminino,2022,6.083,Agata,7.4,7.5,5.0,4.9,,6.5,5.0,2.7,7.2,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-386,2022,2,13.0,Masculino,2019,6.104,Agata,10.0,5.9,5.6,4.0,,7.222,5.0,3.7,4.3,,-1,0.0,0.0,0,Defasagem leve,3.0
RA-386,2023,3,,Masculino,2019,5.758425,Quartzo,9.2,7.0,2.52,3.3,7.03125,6.6325,5.0,5.0,3.7,1.2,-1,,,0,Defasagem leve,4.0
RA-387,2022,2,13.0,Masculino,2019,6.323,Agata,7.0,8.2,7.5,3.7,,6.833,5.0,1.3,6.0,,-1,0.0,0.0,0,Defasagem leve,3.0
RA-387,2023,3,14.0,Masculino,2019,4.794333333,Quartzo,0.0,6.8,2.52,3.0,6.875,7.0075,5.0,4.3,2.8,1.8,-1,,,0,Defasagem leve,4.0
RA-387,2024,3,15.0,Masculino,2021,6.125500000000001,Agata,7.5,7.166666666666667,7.51,4.333333333333333,6.25,5.9975,5.0,5.0,4.0,4.0,-1,,,0,Defasagem leve,3.0
RA-388,2022,2,14.0,Feminino,2019,6.654,Agata,7.9,8.5,5.6,4.5,,7.722,5.0,3.5,5.5,,-2,0.0,0.0,1,Defasagem moderada/severa,3.0
RA-388,2023,3,15.0,Feminino,2019,5.630833333,Quartzo,0.0,7.4,5.63,4.2,6.875,7.835,5.0,6.0,4.3,2.2,-2,,,1,Defasagem moderada/severa,4.0
RA-388,2024,4,16.0,Feminino,2021,5.965307936466667,Quartzo,7.5,6.349206349,7.51,4.333333333333333,6.75,5.764,5.0,1.0,7.0,5.0,-1,,,0,Defasagem leve,3.0
RA-389,2022,2,11.0,Masculino,2019,7.184,Ametista,8.0,8.9,7.5,3.5,,7.556,10.0,2.0,5.0,,0,0.0,0.0,0,Adequado,3.0
RA-389,2023,2,,Masculino,2019,6.687,Agata,0.0,8.2,2.52,8.2,8.75,8.95,5.0,6.8,9.5,,-1,,,0,Defasagem leve,4.0
RA-389,2024,3,13.0,Masculino,2021,7.2079551282,Ametista,9.585,6.674358974333333,8.76,5.166666666666667,6.5625,6.745,10.0,6.5,4.0,5.0,0,,,0,Adequado,3.0
RA-39,2022,6,16.0,Feminino,2017,6.033,Agata,0.0,4.8,6.9,6.9,,6.111,10.0,7.7,5.1,7.8,0,0.0,0.0,0,Adequado,5.0
RA-39,2023,7,17.0,Feminino,2017,8.710333333,Topazio,9.6,9.1,7.52,7.8,8.75,8.7575,10.0,8.3,7.8,7.2,0,,,0,Adequado,6.0
RA-39,2024,8,18.0,Feminino,2021,,,,0.0,,,,,10.0,,,,0,,,0,Adequado,3.0
RA-390,2022,2,12.0,Feminino,2022,6.776,Agata,7.4,8.8,6.3,4.7,,7.722,5.0,4.0,5.3,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-390,2023,3,,Feminino,2022,6.905741667,Agata,7.9,8.8,2.52,4.8,7.34375,7.005,10.0,5.7,5.8,3.0,0,,,0,Adequado,1.0
RA-390,2024,3,13.0,Feminino,2022,6.5472236842,Agata,7.5,6.080701754333333,8.755,4.166666666666667,6.5625,6.08,10.0,3.0,2.5,7.0,0,,,0,Adequado,2.0
RA-391,2022,2,12.0,Feminino,2022,7.117,Ametista,10.0,8.1,7.5,5.1,,8.056,5.0,5.0,5.2,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-391,2023,3,,Feminino,2022,6.5107,Agata,7.9,7.5,2.52,3.5,7.5,7.585,10.0,4.2,5.0,1.3,0,,,0,Adequado,1.0
RA-392,2022,2,14.0,Masculino,2022,6.418,Agata,9.5,8.8,5.6,4.8,,6.778,5.0,3.7,5.8,,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-392,2023,3,15.0,Masculino,2022,6.567208333,Agata,9.6,9.5,2.52,4.6,6.09375,7.17,5.0,6.2,4.7,2.8,-2,,,1,Defasagem moderada/severa,1.0
RA-392,2024,4,16.0,Masculino,2022,4.3639463364,Quartzo,9.585,5.414731682,5.635,1.0,3.5,3.545,5.0,0.0,2.0,1.0,-1,,,0,Defasagem leve,2.0
RA-393,2022,2,16.0,Feminino,2018,5.518,Quartzo,10.0,5.4,5.0,4.6,,6.778,2.5,4.7,4.5,,-4,0.0,0.0,1,Defasagem moderada/severa,4.0
RA-394,2022,2,11.0,Feminino,2022,7.897,Ametista,9.5,8.6,7.5,5.9,,8.444,10.0,4.3,7.5,,0,1.0,0.0,0,Adequado,0.0
RA-395,2022,2,11.0,Feminino,2018,7.683,Ametista,9.0,8.9,7.5,4.9,,8.333,10.0,4.2,5.7,,0,0.0,0.0,0,Adequado,4.0
RA-395,2023,3,12.0,Feminino,2018,7.469175,Ametista,9.2,8.6,2.52,6.0,7.96875,7.9175,10.0,6.7,5.3,6.0,0,,,0,Adequado,5.0
RA-395,2024,4,13.0,Feminino,2021,7.169905291000001,Ametista,8.751,6.921693121666666,6.26,4.333333333333333,7.25,8.464,10.0,2.5,5.5,5.0,1,,,0,Adiantado,3.0
RA-396,2022,2,12.0,Masculino,2022,6.556,Agata,9.0,8.0,6.3,5.6,,6.556,5.0,4.7,6.5,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-397,2022,2,14.0,Feminino,2017,5.852,Quartzo,9.0,5.7,6.9,2.8,,7.167,5.0,3.3,2.3,,-2,0.0,0.0,1,Defasagem moderada/severa,5.0
RA-397,2023,4,15.0,Feminino,2017,6.207083333,Agata,7.5,7.9,2.52,4.6,7.1875,7.465,5.0,6.7,5.0,2.0,-1,,,0,Defasagem leve,6.0
RA-397,2024,4,16.0,Feminino,2021,6.807291921866668,Agata,7.918,7.885292942666666,5.63,5.666666666666667,7.625,7.398,5.0,5.0,4.5,7.5,-2,,,1,Defasagem moderada/severa,3.0
RA-398,2022,2,10.0,Feminino,2022,7.742,Ametista,9.0,9.3,7.5,5.5,,7.5,10.0,3.0,8.0,,0,0.0,0.0,0,Adequado,0.0
RA-398,2023,3,,Feminino,2022,7.153766667,Ametista,6.7,8.1,2.52,6.5,7.5,7.7925,10.0,9.3,5.8,4.5,1,,,0,Adiantado,1.0
RA-398,2024,3,12.0,Feminino,2022,7.2457999999666685,Ametista,7.083,5.733333333333333,7.51,8.0,7.291666667,6.553333333,10.0,8.5,7.5,8.0,0,,,0,Adequado,2.0
RA-399,2022,2,12.0,Feminino,2022,6.58,Agata,6.8,9.3,5.6,4.3,,7.5,5.0,3.0,5.5,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-399,2023,3,,Feminino,2022,7.000033333,Ametista,7.9,8.2,2.52,4.7,7.5,8.165,10.0,5.0,4.2,4.8,0,,,0,Adequado,1.0
RA-4,2022,7,17.0,Masculino,2017,5.951,Quartzo,8.8,4.5,5.6,5.0,,5.278,10.0,2.8,3.5,8.7,0,0.0,0.0,0,Adequado,5.0
RA-40,2022,5,16.0,Feminino,2016,7.203,Ametista,7.9,7.8,7.5,6.8,,7.75,5.0,4.7,7.3,8.4,-1,0.0,0.0,0,Defasagem leve,6.0
RA-40,2023,6,17.0,Feminino,2016,7.169975,Ametista,7.5,8.2,7.52,5.9,7.96875,7.755,5.0,6.2,5.7,5.8,-1,,,0,Defasagem leve,7.0
RA-40,2024,7,18.0,Feminino,2021,7.098051462066667,Ametista,7.083,7.211257310000001,8.13,5.333333333333333,8.125,6.276666667,10.0,3.5,6.0,6.5,0,,,0,Adequado,3.0
RA-400,2022,2,14.0,Masculino,2018,6.042,Agata,9.0,8.5,5.0,1.7,,7.444,5.0,1.2,2.2,,-2,0.0,0.0,1,Defasagem moderada/severa,4.0
RA-400,2023,3,,Masculino,2018,6.529425,Agata,9.2,9.0,2.52,4.1,7.65625,7.375,5.0,4.8,4.7,2.8,-1,,,0,Defasagem leve,5.0
RA-401,2022,2,12.0,Feminino,2021,6.645,Agata,6.9,9.6,7.5,4.3,,6.722,5.0,3.7,5.0,,-1,0.0,0.0,0,Defasagem leve,1.0
RA-401,2023,2,12.0,Feminino,2021,6.363666667,Agata,4.0,8.1,2.52,7.3,7.083333333,7.116666667,5.0,6.3,8.3,,-1,,,0,Defasagem leve,2.0
RA-401,2024,3,14.0,Feminino,2021,6.728911403533334,Agata,6.666,6.839473684333334,6.885,4.833333333333333,6.5625,6.915,10.0,7.0,5.0,2.5,0,,,0,Adequado,3.0
RA-402,2022,2,12.0,Feminino,2019,5.261,Quartzo,9.0,3.7,5.0,3.0,,7.222,5.0,4.3,1.7,,-1,0.0,0.0,0,Defasagem leve,3.0
RA-402,2023,3,13.0,Feminino,2019,6.632716667,Agata,9.2,7.3,2.52,4.2,7.8125,6.88,10.0,4.7,4.0,4.0,0,,,0,Adequado,4.0
RA-402,2024,4,14.0,Feminino,2021,5.683064814833333,Quartzo,7.5,3.074074074,6.26,4.166666666666667,6.354166667,6.1175,10.0,3.0,3.5,6.0,0,,,0,Adequado,3.0
RA-403,2022,2,12.0,Masculino,2020,7.455,Ametista,9.5,9.3,7.5,6.3,,7.5,5.0,6.5,6.2,,-1,0.0,0.0,0,Defasagem leve,2.0
RA-403,2023,2,,Masculino,2020,7.716366667,Ametista,8.5,8.8,6.27,7.8,7.291666667,8.45,5.0,6.8,8.8,,-1,,,0,Defasagem leve,3.0
RA-403,2024,3,14.0,Masculino,2021,8.008488888833334,Topazio,8.751,7.361111111,7.51,7.666666666666667,8.541666667,7.613333333,10.0,6.0,8.0,9.0,0,,,0,Adequado,3.0
RA-404,2022,2,12.0,Feminino,2020,6.658,Agata,9.0,7.3,7.5,5.3,,6.944,5.0,4.0,6.5,,-1,0.0,0.0,0,Defasagem leve,2.0
RA-404,2023,2,,Feminino,2020,6.7093,Agata,7.9,8.3,5.02,6.0,6.875,6.89,5.0,4.7,7.2,,-1,,,0,Defasagem leve,3.0
RA-404,2024,3,14.0,Feminino,2021,6.624588235266668,Agata,8.334,6.286274509666666,2.51,5.666666666666667,7.5,6.998,10.0,6.0,5.0,6.0,0,,,0,Adequado,3.0
RA-405,2022,2,13.0,Masculino,2016,5.661,Quartzo,9.5,6.2,5.0,3.3,,6.0,5.0,2.7,3.8,,-1,0.0,0.0,0,Defasagem leve,6.0
RA-406,2022,2,13.0,Feminino,2019,7.496,Ametista,9.5,9.5,7.5,6.6,,7.333,5.0,5.4,7.8,,-1,0.0,0.0,0,Defasagem leve,3.0
RA-407,2022,2,13.0,Masculino,2022,7.195,Ametista,8.5,9.3,7.5,6.0,,7.056,5.0,4.0,8.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-407,2023,3,14.0,Masculino,2022,7.665083333,Ametista,9.6,8.6,7.52,7.3,7.8125,7.5,5.0,7.3,7.2,7.3,-1,,,0,Defasagem leve,1.0
